ano,sigla_uf,sexo,faixa_etaria,media_aposentadoria_pensao,media_outras_fontes_geral,total_respondentes
2019,AC,Feminino,Outras idades / Não mapeado,1.97,7.94,108
2019,AC,Masculino,15 a 29 anos,2.0,8.0,263
2019,AC,Masculino,Outras idades / Não mapeado,1.97,7.92,136
2019,AC,Feminino,Outras idades / Não mapeado,1.94,7.94,47
2019,AC,Masculino,Outras idades / Não mapeado,1.97,8.0,30
2019,AL,Masculino,30 a 44 anos,2.0,8.0,69
2019,AL,Masculino,0 a 14 anos,2.0,8.0,59
2019,AL,Feminino,Outras idades / Não mapeado,1.97,7.67,61
2019,AL,Masculino,Outras idades / Não mapeado,1.98,7.96,55
2019,AL,Feminino,45 a 59 anos,1.99,7.99,90
2019,AL,Masculino,Outras idades / Não mapeado,1.97,7.95,38
2019,AM,Feminino,60 anos ou mais,2.0,7.79,390
2019,AM,Feminino,15 a 29 anos,2.0,8.0,423
2019,AM,Masculino,Outras idades / Não mapeado,1.86,7.98,64
2019,AM,Masculino,Outras idades / Não mapeado,1.86,7.99,76
2019,AM,Feminino,Outras idades / Não mapeado,1.97,7.86,187
2019,PA,Feminino,15 a 29 anos,2.0,8.0,34
2019,PA,Feminino,Outras idades / Não mapeado,2.0,7.7,20
2019,PA,Feminino,60 anos ou mais,1.97,7.64,33
2019,PA,Masculino,Outras idades / Não mapeado,1.83,8.0,6
2019,PA,Masculino,Outras idades / Não mapeado,1.67,8.0,9
2019,AP,Feminino,45 a 59 anos,2.0,7.97,242
2019,AP,Masculino,30 a 44 anos,1.99,7.96,156
2019,AP,Masculino,Outras idades / Não mapeado,1.99,7.99,172
2019,AP,Feminino,Outras idades / Não mapeado,1.99,7.65,155
2019,AP,Masculino,Outras idades / Não mapeado,1.99,7.92,86
2019,AP,Masculino,0 a 14 anos,1.99,7.99,163
2019,MA,Feminino,Outras idades / Não mapeado,2.0,7.68,63
2019,MA,Feminino,Outras idades / Não mapeado,2.0,8.0,25
2019,MA,Masculino,Outras idades / Não mapeado,1.98,7.98,60
2019,MA,Feminino,Outras idades / Não mapeado,1.98,7.7,46
2019,MA,Masculino,Outras idades / Não mapeado,2.0,7.92,38
2019,MA,Feminino,Outras idades / Não mapeado,1.95,8.0,39
2019,MA,Masculino,15 a 29 anos,2.0,7.99,80
2019,MA,Feminino,0 a 14 anos,2.0,7.97,62
2019,MA,Masculino,Outras idades / Não mapeado,1.97,8.0,33
2019,MA,Masculino,Outras idades / Não mapeado,1.83,8.0,12
2019,CE,Feminino,Outras idades / Não mapeado,1.91,7.99,78
2019,CE,Masculino,Outras idades / Não mapeado,1.95,7.94,96
2019,CE,Masculino,Outras idades / Não mapeado,1.97,7.88,138
2019,CE,Feminino,Outras idades / Não mapeado,1.97,7.71,192
2019,CE,Masculino,Outras idades / Não mapeado,1.99,7.95,187
2019,CE,Feminino,Outras idades / Não mapeado,1.98,7.9,134
2019,CE,Feminino,0 a 14 anos,1.99,7.99,192
2019,CE,Masculino,15 a 29 anos,1.99,8.0,192
2019,CE,Masculino,Outras idades / Não mapeado,1.95,7.96,55
2019,CE,Feminino,Outras idades / Não mapeado,1.99,7.7,184
2019,BA,Masculino,15 a 29 anos,2.0,7.98,81
2019,BA,Feminino,Outras idades / Não mapeado,2.0,7.93,58
2019,BA,Masculino,Outras idades / Não mapeado,1.92,7.87,48
2019,BA,Feminino,Outras idades / Não mapeado,1.88,8.0,26
2019,BA,Feminino,Outras idades / Não mapeado,1.99,7.57,83
2019,BA,Feminino,Outras idades / Não mapeado,2.0,7.63,57
2019,BA,Masculino,Outras idades / Não mapeado,1.98,7.96,47
2019,BA,Feminino,0 a 14 anos,2.0,8.0,74
2019,BA,Masculino,Outras idades / Não mapeado,1.97,7.95,76
2019,BA,Masculino,Outras idades / Não mapeado,1.94,8.0,16
2019,MG,Feminino,Outras idades / Não mapeado,1.99,7.89,177
2019,MG,Masculino,Outras idades / Não mapeado,2.0,7.9,179
2019,MG,Feminino,Outras idades / Não mapeado,1.99,7.82,211
2019,MG,Masculino,Outras idades / Não mapeado,1.98,7.96,187
2019,MG,Masculino,60 anos ou mais,1.99,7.97,169
2019,MG,Feminino,Outras idades / Não mapeado,1.98,7.87,205
2019,MG,Masculino,Outras idades / Não mapeado,2.0,7.97,200
2019,MG,Feminino,30 a 44 anos,2.0,8.0,121
2019,MG,Feminino,Outras idades / Não mapeado,1.91,7.96,80
2019,MG,Feminino,Outras idades / Não mapeado,1.93,7.95,44
2019,MG,Masculino,Outras idades / Não mapeado,1.97,7.9,78
2019,MG,Masculino,45 a 59 anos,1.98,8.0,247
2019,MG,Feminino,Outras idades / Não mapeado,1.93,7.99,72
2019,ES,Feminino,15 a 29 anos,2.0,8.0,70
2019,ES,Feminino,60 anos ou mais,1.98,7.9,60
2019,ES,Feminino,Outras idades / Não mapeado,2.0,7.92,52
2019,ES,Masculino,Outras idades / Não mapeado,2.0,7.94,17
2019,ES,Masculino,Outras idades / Não mapeado,2.0,7.85,20
2019,MS,Masculino,60 anos ou mais,2.0,7.75,4
2019,MS,Feminino,Outras idades / Não mapeado,2.0,7.25,4
2019,MS,Feminino,30 a 44 anos,2.0,8.0,4
2019,MS,Masculino,Outras idades / Não mapeado,2.0,7.83,6
2019,MS,Feminino,Outras idades / Não mapeado,2.0,7.67,3
2019,MS,Masculino,45 a 59 anos,2.0,8.0,3
2019,MS,Masculino,Outras idades / Não mapeado,2.0,8.0,3
2019,MS,Feminino,Outras idades / Não mapeado,2.0,8.0,4
2019,MS,Masculino,Outras idades / Não mapeado,2.0,8.0,2
2019,MS,Feminino,Outras idades / Não mapeado,2.0,8.0,1
2019,MT,Masculino,45 a 59 anos,2.0,8.0,38
2019,MT,Feminino,Outras idades / Não mapeado,2.0,7.81,48
2019,MT,Masculino,Outras idades / Não mapeado,2.0,7.95,44
2019,MT,Masculino,Outras idades / Não mapeado,1.98,7.94,54
2019,MT,Masculino,Outras idades / Não mapeado,1.97,7.97,35
2019,MT,Feminino,Outras idades / Não mapeado,2.0,7.8,5
2019,MT,Feminino,Outras idades / Não mapeado,2.0,7.84,44
2019,MT,Feminino,Outras idades / Não mapeado,2.0,7.87,15
2019,MT,Masculino,60 anos ou mais,2.0,7.95,40
2019,MT,Feminino,Outras idades / Não mapeado,2.0,7.83,35
2019,MT,Feminino,30 a 44 anos,2.0,7.96,26
2019,MT,Feminino,Outras idades / Não mapeado,1.89,7.89,9
2019,MT,Masculino,Outras idades / Não mapeado,2.0,7.92,12
2019,GO,Masculino,Outras idades / Não mapeado,1.97,7.94,71
2019,GO,Feminino,60 anos ou mais,1.99,7.87,225
2019,GO,Feminino,Outras idades / Não mapeado,1.98,7.86,172
2019,GO,Feminino,15 a 29 anos,2.0,7.99,177
2019,GO,Masculino,Outras idades / Não mapeado,1.87,7.9,40
2019,DF,Feminino,60 anos ou mais,2.0,7.95,144
2019,DF,Feminino,Outras idades / Não mapeado,1.99,7.89,110
2019,DF,Feminino,15 a 29 anos,2.0,8.0,108
2019,DF,Masculino,Outras idades / Não mapeado,1.94,7.85,34
2019,DF,Masculino,Outras idades / Não mapeado,1.96,7.88,25
2019,RO,Feminino,60 anos ou mais,1.99,7.92,334
2019,RO,Feminino,15 a 29 anos,1.99,7.98,263
2019,RO,Feminino,Outras idades / Não mapeado,1.98,7.9,184
2019,RO,Masculino,Outras idades / Não mapeado,1.94,7.9,81
2019,RO,Masculino,Outras idades / Não mapeado,1.98,7.96,50
2019,RR,Feminino,Outras idades / Não mapeado,1.97,7.92,63
2019,RR,Feminino,0 a 14 anos,2.0,8.0,218
2019,RR,Masculino,Outras idades / Não mapeado,1.97,7.88,105
2019,RR,Feminino,Outras idades / Não mapeado,1.98,7.81,162
2019,RR,Masculino,Outras idades / Não mapeado,1.99,7.92,157
2019,RR,Feminino,Outras idades / Não mapeado,1.96,7.89,100
2019,RR,Masculino,15 a 29 anos,1.99,7.99,218
2019,RR,Masculino,Outras idades / Não mapeado,1.97,7.99,74
2019,RR,Masculino,Outras idades / Não mapeado,1.84,8.0,19
2019,RR,Feminino,Outras idades / Não mapeado,1.75,8.0,20
2019,PI,Masculino,Outras idades / Não mapeado,2.0,7.91,79
2019,PI,Masculino,Outras idades / Não mapeado,2.0,7.95,63
2019,PI,Feminino,Outras idades / Não mapeado,1.96,7.43,101
2019,PI,Feminino,30 a 44 anos,2.0,8.0,89
2019,PI,Feminino,Outras idades / Não mapeado,2.0,8.0,46
2019,PI,Feminino,Outras idades / Não mapeado,2.0,7.62,99
2019,PI,Masculino,Outras idades / Não mapeado,1.95,7.94,109
2019,PI,Masculino,60 anos ou mais,1.98,7.97,95
2019,PI,Masculino,45 a 59 anos,2.0,8.0,117
2019,PI,Feminino,Outras idades / Não mapeado,1.98,7.6,85
2019,PI,Feminino,Outras idades / Não mapeado,2.0,8.0,33
2019,PI,Feminino,Outras idades / Não mapeado,1.98,8.0,51
2019,PI,Masculino,Outras idades / Não mapeado,1.98,7.93,55
2019,RN,Feminino,60 anos ou mais,1.98,7.82,200
2019,RN,Feminino,15 a 29 anos,2.0,8.0,194
2019,RN,Masculino,Outras idades / Não mapeado,1.96,7.98,57
2019,RN,Feminino,Outras idades / Não mapeado,1.97,7.88,144
2019,RN,Masculino,Outras idades / Não mapeado,1.98,7.92,64
2019,PB,Masculino,30 a 44 anos,2.0,8.0,214
2019,PB,Masculino,Outras idades / Não mapeado,1.96,7.93,221
2019,PB,Masculino,Outras idades / Não mapeado,1.98,7.98,230
2019,PB,Feminino,Outras idades / Não mapeado,1.98,7.56,267
2019,PB,Masculino,0 a 14 anos,2.0,8.0,231
2019,PB,Feminino,45 a 59 anos,1.99,7.94,304
2019,PE,Feminino,0 a 14 anos,1.99,8.0,131
2019,PE,Feminino,Outras idades / Não mapeado,1.99,7.9,115
2019,PE,Feminino,Outras idades / Não mapeado,1.98,7.63,186
2019,PE,Masculino,Outras idades / Não mapeado,1.99,7.95,146
2019,PE,Masculino,15 a 29 anos,1.99,8.0,178
2019,PE,Feminino,Outras idades / Não mapeado,1.95,7.66,142
2019,PE,Masculino,Outras idades / Não mapeado,1.97,7.93,110
2019,PE,Masculino,Outras idades / Não mapeado,1.96,7.96,89
2019,PE,Feminino,Outras idades / Não mapeado,1.96,7.98,47
2019,PE,Masculino,Outras idades / Não mapeado,1.94,8.0,36
2019,RJ,Feminino,60 anos ou mais,1.99,7.94,105
2019,RJ,Feminino,15 a 29 anos,1.99,7.99,87
2019,RJ,Feminino,Outras idades / Não mapeado,1.96,7.91,99
2019,RJ,Masculino,Outras idades / Não mapeado,1.95,7.9,20
2019,RJ,Masculino,Outras idades / Não mapeado,1.96,7.92,51
2019,PR,Feminino,15 a 29 anos,1.96,8.0,24
2019,PR,Masculino,Outras idades / Não mapeado,1.87,7.87,15
2019,PR,Feminino,Outras idades / Não mapeado,1.97,7.94,31
2019,PR,Feminino,60 anos ou mais,2.0,7.89,38
2019,PR,Masculino,Outras idades / Não mapeado,2.0,8.0,5
2019,TO,Feminino,60 anos ou mais,2.0,7.73,48
2019,TO,Feminino,15 a 29 anos,1.98,8.0,64
2019,TO,Feminino,Outras idades / Não mapeado,1.98,7.93,41
2019,TO,Masculino,Outras idades / Não mapeado,1.96,8.0,25
2019,TO,Masculino,Outras idades / Não mapeado,1.94,7.88,16
2019,SE,Masculino,Outras idades / Não mapeado,2.0,8.0,6
2019,SE,Feminino,Outras idades / Não mapeado,2.0,8.0,5
2019,SE,Feminino,Outras idades / Não mapeado,1.9,7.3,10
2019,SE,Masculino,Outras idades / Não mapeado,2.0,8.0,5
2019,SE,Feminino,30 a 44 anos,2.0,8.0,5
2019,SE,Masculino,60 anos ou mais,2.0,8.0,10
2019,SE,Masculino,45 a 59 anos,2.0,8.0,13
2019,SE,Feminino,Outras idades / Não mapeado,1.88,7.5,8
2019,SE,Masculino,Outras idades / Não mapeado,1.9,7.9,10
2019,SE,Masculino,Outras idades / Não mapeado,1.67,8.0,3
2019,SE,Feminino,Outras idades / Não mapeado,2.0,8.0,5
2019,SE,Feminino,Outras idades / Não mapeado,2.0,7.6,5
2019,SE,Feminino,Outras idades / Não mapeado,2.0,8.0,3
2019,SP,Masculino,Outras idades / Não mapeado,1.99,7.98,260
2019,SP,Feminino,Outras idades / Não mapeado,2.0,7.87,298
2019,SP,Masculino,Outras idades / Não mapeado,2.0,7.92,272
2019,SP,Masculino,0 a 14 anos,2.0,8.0,248
2019,SP,Feminino,45 a 59 anos,2.0,7.98,318
2019,SP,Masculino,30 a 44 anos,2.0,7.99,199
2019,SC,Masculino,Outras idades / Não mapeado,1.99,7.92,251
2019,SC,Feminino,Outras idades / Não mapeado,2.0,7.96,237
2019,SC,Masculino,Outras idades / Não mapeado,2.0,7.95,260
2019,SC,Masculino,Outras idades / Não mapeado,1.99,7.92,216
2019,SC,Masculino,Outras idades / Não mapeado,1.98,7.93,81
2019,SC,Feminino,0 a 14 anos,2.0,8.0,203
2019,SC,Feminino,Outras idades / Não mapeado,1.99,7.92,259
2019,SC,Feminino,Outras idades / Não mapeado,2.0,7.93,278
2019,SC,Masculino,15 a 29 anos,2.0,8.0,221
2019,SC,Feminino,Outras idades / Não mapeado,1.99,7.92,74
2019,RS,Masculino,Outras idades / Não mapeado,2.0,8.0,19
2019,RS,Masculino,Outras idades / Não mapeado,2.0,8.0,20
2019,RS,Feminino,Outras idades / Não mapeado,2.0,7.82,11
2019,RS,Masculino,60 anos ou mais,2.0,8.0,17
2019,RS,Masculino,Outras idades / Não mapeado,2.0,7.89,9
2019,RS,Feminino,Outras idades / Não mapeado,2.0,7.9,10
2019,RS,Feminino,Outras idades / Não mapeado,2.0,7.8,15
2019,RS,Feminino,30 a 44 anos,2.0,8.0,6
2019,RS,Feminino,Outras idades / Não mapeado,2.0,8.0,12
2019,RS,Masculino,45 a 59 anos,2.0,8.0,11
2019,RS,Feminino,Outras idades / Não mapeado,2.0,7.82,11
2019,RS,Masculino,Outras idades / Não mapeado,2.0,8.0,5
2019,RS,Feminino,Outras idades / Não mapeado,1.87,8.0,8
2016,SC,Feminino,45 a 59 anos,2.0,8.0,40
2016,SC,Masculino,30 a 44 anos,2.0,8.0,24
2016,SC,Masculino,Outras idades / Não mapeado,2.0,7.89,28
2016,SC,Masculino,Outras idades / Não mapeado,2.0,7.97,30
2016,SC,Masculino,0 a 14 anos,2.0,8.0,27
2016,SC,Feminino,Outras idades / Não mapeado,1.97,7.89,36
2016,RR,Masculino,30 a 44 anos,2.0,8.0,203
2016,RR,Masculino,Outras idades / Não mapeado,1.98,7.97,200
2016,RR,Feminino,Outras idades / Não mapeado,2.0,7.54,199
2016,RR,Feminino,45 a 59 anos,1.99,7.96,297
2016,RR,Masculino,0 a 14 anos,2.0,8.0,241
2016,RR,Masculino,Outras idades / Não mapeado,2.0,7.91,137
2016,TO,Feminino,0 a 14 anos,2.0,7.98,180
2016,TO,Masculino,Outras idades / Não mapeado,1.98,7.94,191
2016,TO,Feminino,Outras idades / Não mapeado,1.99,7.77,177
2016,TO,Masculino,15 a 29 anos,2.0,7.99,227
2016,TO,Feminino,Outras idades / Não mapeado,1.99,7.78,136
2016,TO,Masculino,Outras idades / Não mapeado,1.95,7.9,132
2016,TO,Feminino,Outras idades / Não mapeado,1.95,7.89,81
2016,TO,Masculino,Outras idades / Não mapeado,1.98,7.93,104
2016,TO,Feminino,Outras idades / Não mapeado,1.85,7.91,33
2016,TO,Masculino,Outras idades / Não mapeado,1.96,7.94,54
2016,SE,Feminino,15 a 29 anos,1.99,8.0,317
2016,SE,Masculino,Outras idades / Não mapeado,1.96,7.95,85
2016,SE,Feminino,60 anos ou mais,1.99,7.82,345
2016,SE,Feminino,Outras idades / Não mapeado,1.96,7.84,212
2016,SE,Masculino,Outras idades / Não mapeado,1.98,7.98,60
2016,SP,Masculino,45 a 59 anos,2.0,7.99,495
2016,SP,Feminino,Outras idades / Não mapeado,1.94,7.96,133
2016,SP,Masculino,Outras idades / Não mapeado,1.99,7.96,379
2016,SP,Feminino,Outras idades / Não mapeado,2.0,7.86,406
2016,SP,Feminino,Outras idades / Não mapeado,1.96,7.96,202
2016,SP,Masculino,Outras idades / Não mapeado,1.96,7.89,156
2016,SP,Feminino,30 a 44 anos,2.0,7.98,243
2016,SP,Masculino,60 anos ou mais,2.0,7.98,327
2016,SP,Feminino,Outras idades / Não mapeado,1.98,7.91,106
2016,SP,Feminino,Outras idades / Não mapeado,1.99,7.88,359
2016,SP,Masculino,Outras idades / Não mapeado,1.99,7.94,318
2016,SP,Masculino,Outras idades / Não mapeado,2.0,7.98,368
2016,SP,Feminino,Outras idades / Não mapeado,1.99,7.92,346
2016,RS,Masculino,Outras idades / Não mapeado,2.0,7.94,87
2016,RS,Feminino,15 a 29 anos,2.0,8.0,131
2016,RS,Feminino,60 anos ou mais,2.0,7.94,163
2016,RS,Masculino,Outras idades / Não mapeado,2.0,7.91,53
2016,RS,Feminino,Outras idades / Não mapeado,1.99,7.9,166
2016,RO,Feminino,Outras idades / Não mapeado,1.98,7.9,258
2016,RO,Feminino,0 a 14 anos,2.0,7.99,276
2016,RO,Masculino,15 a 29 anos,1.99,7.99,329
2016,RO,Masculino,Outras idades / Não mapeado,1.98,7.95,279
2016,RO,Masculino,Outras idades / Não mapeado,1.98,7.88,194
2016,RO,Feminino,Outras idades / Não mapeado,1.99,7.87,327
2016,RO,Masculino,Outras idades / Não mapeado,1.99,7.95,172
2016,RO,Masculino,Outras idades / Não mapeado,1.98,7.98,49
2016,RO,Feminino,Outras idades / Não mapeado,2.0,7.98,52
2016,RO,Feminino,Outras idades / Não mapeado,1.98,7.94,143
2016,PA,Masculino,15 a 29 anos,1.99,8.0,190
2016,PA,Masculino,Outras idades / Não mapeado,1.99,7.93,156
2016,PA,Feminino,Outras idades / Não mapeado,1.97,7.93,76
2016,PA,Feminino,Outras idades / Não mapeado,1.99,7.63,144
2016,PA,Masculino,Outras idades / Não mapeado,1.98,7.94,98
2016,PA,Feminino,Outras idades / Não mapeado,1.97,7.83,98
2016,PA,Feminino,Outras idades / Não mapeado,2.0,8.0,20
2016,PA,Feminino,0 a 14 anos,2.0,8.0,166
2016,PA,Masculino,Outras idades / Não mapeado,1.76,7.91,34
2016,PA,Masculino,Outras idades / Não mapeado,1.99,7.88,76
2016,PI,Feminino,60 anos ou mais,1.99,7.74,325
2016,PI,Feminino,15 a 29 anos,2.0,8.0,287
2016,PI,Masculino,Outras idades / Não mapeado,1.95,7.97,96
2016,PI,Feminino,Outras idades / Não mapeado,1.98,7.85,218
2016,PI,Masculino,Outras idades / Não mapeado,1.96,7.95,74
2016,RN,Masculino,Outras idades / Não mapeado,1.93,7.89,73
2016,RN,Feminino,Outras idades / Não mapeado,1.97,7.66,88
2016,RN,Feminino,0 a 14 anos,2.0,8.0,54
2016,RN,Feminino,Outras idades / Não mapeado,1.98,7.7,64
2016,RN,Masculino,15 a 29 anos,2.0,8.0,65
2016,RN,Feminino,Outras idades / Não mapeado,1.98,7.95,44
2016,RN,Masculino,Outras idades / Não mapeado,2.0,7.9,42
2016,RN,Feminino,Outras idades / Não mapeado,2.0,8.0,23
2016,RN,Masculino,Outras idades / Não mapeado,1.98,7.98,50
2016,RN,Masculino,Outras idades / Não mapeado,2.0,7.9,20
2016,PB,Feminino,Outras idades / Não mapeado,1.99,7.96,85
2016,PB,Masculino,Outras idades / Não mapeado,1.98,7.9,141
2016,PB,Masculino,60 anos ou mais,1.99,7.98,181
2016,PB,Feminino,Outras idades / Não mapeado,1.98,7.6,162
2016,PB,Feminino,Outras idades / Não mapeado,1.99,7.55,210
2016,PB,Masculino,Outras idades / Não mapeado,1.98,7.95,187
2016,PB,Feminino,30 a 44 anos,1.99,8.0,167
2016,PB,Masculino,45 a 59 anos,1.98,8.0,247
2016,PB,Masculino,Outras idades / Não mapeado,1.96,7.95,187
2016,PB,Feminino,Outras idades / Não mapeado,1.96,7.97,90
2016,PB,Masculino,Outras idades / Não mapeado,1.99,7.9,73
2016,PB,Feminino,Outras idades / Não mapeado,1.98,7.62,170
2016,PB,Feminino,Outras idades / Não mapeado,1.95,7.98,60
2016,PE,Feminino,Outras idades / Não mapeado,1.99,7.63,106
2016,PE,Masculino,30 a 44 anos,2.0,7.96,84
2016,PE,Masculino,Outras idades / Não mapeado,1.96,7.92,78
2016,PE,Masculino,Outras idades / Não mapeado,1.99,7.97,108
2016,PE,Masculino,0 a 14 anos,1.98,8.0,90
2016,PE,Feminino,45 a 59 anos,2.0,7.97,129
2016,RJ,Feminino,0 a 14 anos,2.0,8.0,112
2016,RJ,Masculino,Outras idades / Não mapeado,2.0,7.98,122
2016,RJ,Feminino,Outras idades / Não mapeado,1.99,7.97,152
2016,RJ,Masculino,Outras idades / Não mapeado,1.98,7.92,117
2016,RJ,Masculino,Outras idades / Não mapeado,2.0,7.98,142
2016,RJ,Feminino,Outras idades / Não mapeado,1.99,7.93,199
2016,RJ,Masculino,15 a 29 anos,2.0,8.0,119
2016,RJ,Feminino,Outras idades / Não mapeado,2.0,7.98,47
2016,RJ,Masculino,Outras idades / Não mapeado,2.0,7.98,42
2016,RJ,Feminino,Outras idades / Não mapeado,2.0,7.97,145
2016,PR,Feminino,Outras idades / Não mapeado,1.98,7.92,102
2016,PR,Masculino,Outras idades / Não mapeado,1.99,7.94,86
2016,PR,Feminino,0 a 14 anos,2.0,8.0,97
2016,PR,Feminino,Outras idades / Não mapeado,1.98,7.88,169
2016,PR,Masculino,Outras idades / Não mapeado,1.98,7.96,134
2016,PR,Feminino,Outras idades / Não mapeado,1.98,7.91,139
2016,PR,Masculino,15 a 29 anos,2.0,7.99,108
2016,PR,Masculino,Outras idades / Não mapeado,1.98,7.9,107
2016,PR,Feminino,Outras idades / Não mapeado,1.98,7.96,49
2016,PR,Masculino,Outras idades / Não mapeado,1.96,7.82,28
2016,AC,Feminino,45 a 59 anos,2.0,7.95,540
2016,AC,Feminino,Outras idades / Não mapeado,1.99,7.55,301
2016,AC,Masculino,0 a 14 anos,2.0,7.99,347
2016,AC,Masculino,Outras idades / Não mapeado,1.99,7.97,305
2016,AC,Masculino,Outras idades / Não mapeado,1.99,7.91,165
2016,AC,Masculino,30 a 44 anos,1.99,7.99,369
2016,AM,Feminino,0 a 14 anos,2.0,8.0,43
2016,AM,Masculino,15 a 29 anos,2.0,7.96,57
2016,AM,Masculino,Outras idades / Não mapeado,2.0,7.9,21
2016,AM,Masculino,Outras idades / Não mapeado,1.96,7.81,52
2016,AM,Masculino,Outras idades / Não mapeado,2.0,8.0,14
2016,AM,Feminino,Outras idades / Não mapeado,2.0,7.9,29
2016,AM,Feminino,Outras idades / Não mapeado,1.98,7.6,45
2016,AM,Feminino,Outras idades / Não mapeado,2.0,7.74,19
2016,AM,Feminino,Outras idades / Não mapeado,2.0,8.0,3
2016,AP,Masculino,Outras idades / Não mapeado,1.98,7.97,146
2016,AP,Feminino,Outras idades / Não mapeado,2.0,7.83,109
2016,AP,Feminino,Outras idades / Não mapeado,1.99,7.73,177
2016,AP,Masculino,45 a 59 anos,2.0,7.99,261
2016,AP,Masculino,Outras idades / Não mapeado,1.99,7.97,149
2016,AP,Feminino,30 a 44 anos,1.99,8.0,149
2016,AP,Masculino,60 anos ou mais,1.99,7.97,181
2016,AP,Feminino,Outras idades / Não mapeado,1.99,7.77,183
2016,AP,Feminino,Outras idades / Não mapeado,1.87,7.87,32
2016,AP,Feminino,Outras idades / Não mapeado,1.87,7.9,31
2016,AP,Masculino,Outras idades / Não mapeado,1.99,7.94,128
2016,AP,Feminino,Outras idades / Não mapeado,1.8,8.0,15
2016,AP,Masculino,Outras idades / Não mapeado,1.89,8.0,27
2016,CE,Masculino,Outras idades / Não mapeado,1.97,7.96,72
2016,CE,Feminino,Outras idades / Não mapeado,1.97,7.62,111
2016,CE,Feminino,45 a 59 anos,1.99,7.95,137
2016,CE,Masculino,30 a 44 anos,2.0,8.0,91
2016,CE,Masculino,Outras idades / Não mapeado,1.99,7.99,81
2016,CE,Masculino,0 a 14 anos,2.0,7.99,82
2016,AL,Masculino,45 a 59 anos,2.0,8.0,28
2016,AL,Feminino,Outras idades / Não mapeado,2.0,7.65,20
2016,AL,Masculino,Outras idades / Não mapeado,2.0,8.0,19
2016,AL,Feminino,Outras idades / Não mapeado,1.97,7.69,32
2016,AL,Masculino,Outras idades / Não mapeado,1.96,7.96,28
2016,AL,Feminino,Outras idades / Não mapeado,1.82,7.91,11
2016,AL,Masculino,Outras idades / Não mapeado,2.0,8.0,19
2016,AL,Feminino,Outras idades / Não mapeado,2.0,7.38,21
2016,AL,Feminino,Outras idades / Não mapeado,2.0,8.0,5
2016,AL,Feminino,30 a 44 anos,2.0,8.0,26
2016,AL,Masculino,60 anos ou mais,2.0,8.0,31
2016,AL,Masculino,Outras idades / Não mapeado,1.89,8.0,9
2016,BA,Masculino,Outras idades / Não mapeado,1.98,7.96,94
2016,BA,Masculino,0 a 14 anos,2.0,7.98,95
2016,BA,Feminino,45 a 59 anos,1.99,7.97,159
2016,BA,Feminino,Outras idades / Não mapeado,1.98,7.62,111
2016,BA,Masculino,Outras idades / Não mapeado,1.99,7.96,71
2016,BA,Masculino,30 a 44 anos,1.97,7.97,79
2016,AM,Masculino,Outras idades / Não mapeado,2.0,8.0,5
2016,AL,Feminino,Outras idades / Não mapeado,2.0,8.0,5
2016,MA,Feminino,Outras idades / Não mapeado,1.98,7.48,249
2016,MA,Feminino,45 a 59 anos,1.99,7.95,396
2016,MA,Masculino,Outras idades / Não mapeado,1.99,7.91,160
2016,MA,Masculino,Outras idades / Não mapeado,1.98,7.98,305
2016,MA,Masculino,0 a 14 anos,2.0,8.0,292
2016,MA,Masculino,30 a 44 anos,1.99,7.99,319
2016,MG,Feminino,60 anos ou mais,1.99,7.91,270
2016,MG,Feminino,Outras idades / Não mapeado,1.99,7.95,235
2016,MG,Masculino,Outras idades / Não mapeado,1.93,7.91,58
2016,MG,Feminino,15 a 29 anos,2.0,7.99,216
2016,MG,Masculino,Outras idades / Não mapeado,1.95,7.91,77
2016,ES,Masculino,Outras idades / Não mapeado,1.97,7.92,78
2016,ES,Feminino,0 a 14 anos,2.0,7.99,118
2016,ES,Feminino,Outras idades / Não mapeado,2.0,7.82,142
2016,ES,Feminino,Outras idades / Não mapeado,2.0,7.92,84
2016,ES,Masculino,Outras idades / Não mapeado,2.0,7.94,35
2016,ES,Feminino,Outras idades / Não mapeado,1.95,7.87,39
2016,ES,Feminino,Outras idades / Não mapeado,1.99,7.92,145
2016,ES,Masculino,Outras idades / Não mapeado,1.98,7.95,100
2016,ES,Masculino,Outras idades / Não mapeado,2.0,7.93,124
2016,ES,Masculino,15 a 29 anos,2.0,7.96,138
2016,MS,Feminino,Outras idades / Não mapeado,1.95,7.88,105
2016,MS,Masculino,Outras idades / Não mapeado,1.94,7.97,31
2016,MS,Masculino,Outras idades / Não mapeado,1.83,7.93,41
2016,MS,Feminino,15 a 29 anos,2.0,7.99,166
2016,MS,Feminino,60 anos ou mais,2.0,7.89,148
2016,MT,Feminino,Outras idades / Não mapeado,1.99,7.9,153
2016,MT,Feminino,60 anos ou mais,1.99,7.94,268
2016,MT,Feminino,15 a 29 anos,1.99,7.98,194
2016,MT,Masculino,Outras idades / Não mapeado,1.98,7.93,61
2016,MT,Masculino,Outras idades / Não mapeado,1.79,7.94,34
2016,GO,Feminino,Outras idades / Não mapeado,1.97,7.92,38
2016,GO,Masculino,Outras idades / Não mapeado,2.0,7.79,34
2016,GO,Feminino,Outras idades / Não mapeado,2.0,7.83,66
2016,GO,Masculino,15 a 29 anos,2.0,7.98,55
2016,GO,Masculino,Outras idades / Não mapeado,2.0,7.94,64
2016,GO,Feminino,Outras idades / Não mapeado,1.98,7.88,40
